FO/a,Austral Islands,508,OC,32,63,-23.37,149.48,10.0,=TX5XG;
FO/c,Clipperton Island,36,NA,7,10,10.28,109.22,8.0,=TX5P;
FO/m,Marquesas Islands,509,OC,31,63,-8.92,140.07,9.5,=FO/AA7JV =FO5QS;
FP,St. Pierre & Miquelon,277,NA,5,9,46.77,56.20,3.0,FP;
FR,Reunion Island,453,AF,39,53,-21.12,-55.48,-4.0,FR;
FS,St. Martin,213,NA,8,11,18.08,63.03,4.0,FS =TO5M =TO5T;
FT/g,Glorioso Islands,99,AF,39,53,-11.55,-47.28,-4.0,FT0G FT1G FT2G FT3G FT4G FT5G FT6G FT7G FT8G FT9G;
FT/j,Juan de Nova & Europa,124,AF,39,53,-17.05,-42.72,-3.0,FT0E FT0J FT1E FT1J FT2E FT2J FT3E FT3J FT4E FT4J FT6E FT6J FT7E FT7J FT8E FT8J FT9E FT9J;
FT/t,Tromelin Island,276,AF,39,53,-15.88,-54.50,-4.0,FT0T FT1T FT2T FT3T FT4T FT5T FT6T FT7T FT8T FT9T;
FT/w,Crozet Island,41,AF,39,68,-46.42,-51.75,-5.0,FT0W FT4W FT5W FT8W;
FT/x,Kerguelen Islands,131,AF,39,68,-49.00,-69.27,-5.0,FT0X FT2X FT4X FT5X FT8X;
FT/z,Amsterdam & St. Paul Is.,10,AF,39,68,-37.85,-77.53,-5.0,FT0Z FT1Z FT2Z FT3Z FT4Z FT5Z FT6Z FT7Z FT8Z;
FW,Wallis & Futuna Islands,298,OC,32,62,-13.30,176.20,-12.0,FW TW;
FY,French Guiana,63,SA,9,12,4.00,53.00,3.0,FY =TO1A;
G,England,223,EU,14,27,52.77,1.47,0.0,2E G M;
GD,Isle of Man,114,EU,14,27,54.20,4.53,0.0,2D GD GT MD MT;
GI,Northern Ireland,265,EU,14,27,54.73,6.68,0.0,2I GI GN MI MN =GB0KC =GB0QE =GB1PAT =GB2PAT =GB8KC;
GJ,Jersey,122,EU,14,27,49.22,2.18,0.0,2J GH GJ MH MJ;
GM,Scotland,279,EU,14,27,56.82,4.18,0.0,2A 2M GM GS MA MM MS =GB0GGR =GB0SIM =GB0SSB =GB2AAW =GB2ELH =GB2JCM =GB2KW =GB2OWM =GB3ANG =GB3LER =GB3LER/B =GB3RMK/B =GB4LER =GB5LSG =GB5SC;
*GM/s,Shetland Islands,279,EU,14,27,60.50,1.50,0.0,=2M0BDR =2M0BDT =2M0CPN =2M0GFC =2M0SEG =2M0SPX =2M0ZET =GB2ELH =GB3LER =GB3LER/B =GB4LER =GM0AVR =GM0CXQ =GM0EKM =GM0GFL =GM0ILB =GM0JDB =GM1FGN =GM1KKI =GM1ZNR =GM3WHT =GM3ZET =GM4IPK =GM4JPI =GM4LBE =GM4LER =GM4PXG =GM4SLV =GM4SSA =GM4WXQ =GM4ZHL =GM6RQW =GM6YQA =GM7AFE =GM7GWW =GM8LNH =GM8MMA =GM8YEC =GS3ZET =MM0LSM =MM0NQY =MM0VIK =MM0XAU =MM0ZAL =MM0ZCG =MM0ZRC =MM1FEO =MM1FJM =MM3VQO =MM5PSL =MM5YLO =MM6BDU =MM6BZQ =MM6IKB =MM6IMB =MM6MFA =MM6PTE =MM6SJK =MM6YLO =MM6ZBG =MM6ZDW =MM7CGR =MM8A =MS0ZCG =MS0ZET;
GU,Guernsey,106,EU,14,27,49.45,2.58,0.0,2U GP GU MP MU;
GW,Wales,294,EU,14,27,52.28,3.73,0.0,2W GC GW MC MW =GB0AAW =GB0MPA =GB0RVW =GB1MUU =GB2IMD =GB2TD =GB4MDI;
H4,Solomon Islands,185,OC,28,51,-9.00,-160.00,-11.0,H4;
H40,Temotu Province,507,OC,32,51,-10.72,-165.80,-11.0,H40;
HA,Hungary,239,EU,15,28,47.12,-19.28,-1.0,HA HG;
HB,Switzerland,287,EU,14,28,46.87,-8.12,-1.0,HB HE;
HB0,Liechtenstein,251,EU,14,28,47.13,-9.57,-1.0,HB0 HE0;
HC,Ecuador,120,SA,10,12,-1.40,78.40,5.0,HC HD;
HC8,Galapagos Islands,71,SA,10,12,-0.78,91.03,6.0,HC8 HD8;
HH,Haiti,78,NA,8,11,19.02,72.18,5.0,4V HH;
HI,Dominican Republic,72,NA,8,11,19.13,70.68,4.0,HI;
HK,Colombia,116,SA,9,12,5.00,74.00,5.0,5J 5K HJ HK;
HK0/a,San Andres & Providencia,216,NA,7,11,12.55,81.72,5.0,5J0 5K0 HJ0 HK0;
HK0/m,Malpelo Island,161,SA,9,12,3.98,81.58,5.0,HJ0M HK0M =HK0TU;
HL,Republic of Korea,137,AS,25,44,36.23,-127.90,-9.0,6K 6L 6M 6N D7 D8 D9 DS DT HL KL9K;
HP,Panama,88,NA,7,11,9.00,80.00,5.0,3E 3F H3 H8 H9 HO HP;
HR,Honduras,80,NA,7,11,15.00,87.00,6.0,HQ HR;
HS,Thailand,387,AS,26,49,12.60,-99.70,-7.0,E2 HS;
HV,Vatican City,295,EU,15,28,41.90,-12.47,-1.0,HV;
HZ,Saudi Arabia,378,AS,21,39,24.20,-43.83,-3.0,7Z 8Z HZ;
I,Italy,248,EU,15,28,42.82,-12.58,-1.0,4U I =IT9ELM/0 =IT9PQJ/0 =IT9RGY/4;
*IG9,African Italy,248,AF,33,37,35.67,-12.67,-1.0,IG9 IH9;
IS,Sardinia,225,EU,15,28,40.15,-9.27,-1.0,IM0 IS0 IW0U IW0V IW0W IW0X IW0Y IW0Z =II0ICH =II0IDP =II0M =IO0WRTC =IQ0AAI =IQ0AG =IQ0AH =IQ0AH/P =IQ0AI =IQ0AK =IQ0AL =IQ0AM =IQ0EH =IQ0HO =IQ0ID =IQ0NU =IQ0OG =IQ0PM =IQ0QP =IQ0SS =IR0A =IY0GA;
*IT9,Sicily,248,EU,15,28,37.50,-14.00,-1.0,IB9 ID9 IE9 IF9 II9 IJ9 IO9 IQ9 IR9 IT9 IU9 IW9 IY9 =IQ1QQ/9 =IW0HBY/9;
J2,Djibouti,382,AF,37,48,11.75,-42.35,-3.0,J2;
J3,Grenada,77,NA,8,11,12.13,61.68,4.0,J3;
J5,Guinea-Bissau,109,AF,35,46,12.02,14.80,0.0,J5;
J6,St. Lucia,97,NA,8,11,13.87,61.00,4.0,J6;
J7,Dominica,95,NA,8,11,15.43,61.35,4.0,J7;
J8,St. Vincent,98,NA,8,11,13.23,61.20,4.0,J8;
JA,Japan,339,AS,25,45,36.40,-138.38,-9.0,7J 7K 7L 7M 7N 8J 8K 8L 8M 8N JA JE JF JG JH JI JJ JK JL JM JN JO JP JQ JR JS;
JD/m,Minami Torishima,177,OC,27,90,24.28,-153.97,-10.0,=JD1YAA =JE7IZM/JD1 =JG8NQJ/JD1;
JD/o,Ogasawara,192,AS,27,45,27.05,-142.20,-9.0,JD1;
JT,Mongolia,363,AS,23,32,46.77,-102.17,-7.0,JT JU JV JT2[33] JT3[33] JU2[33] JU3[33] JV2[33] JV3[33];
JW,Svalbard,259,EU,40,18,78.00,-16.00,-1.0,JW;
*JW/b,Bear Island,259,EU,40,18,74.43,-19.08,-1.0,=JW/LB2PG;
JX,Jan Mayen,118,EU,40,18,71.05,8.28,1.0,JX;
JY,Jordan,342,AS,20,39,31.18,-36.42,-2.0,JY;
